LotArea,YearBuilt,OverallQual,OverallCond,GrLivArea,GarageCars,FullBath,BedroomAbvGr,TotRmsAbvGrd,Neighborhood,SalePrice
9002,1939,1,2,886,0,0,2,5,Crawfor,416099
12674,1975,2,1,2784,3,2,5,8,Mitchel,459420
14734,1955,5,4,1115,2,1,5,11,NoRidge,69755
12209,1935,8,4,2042,3,3,3,11,Crawfor,371961
3331,1944,8,1,2830,0,2,2,14,Veenker,314237
14536,1922,3,6,2548,0,3,1,3,CollgCr,306094
6261,1946,4,4,2254,1,3,5,4,Crawfor,408463
9648,1930,10,1,963,2,1,1,4,Veenker,335084
11550,1910,6,1,3801,0,0,2,7,CollgCr,225112
7115,1909,10,1,1466,4,1,5,4,Mitchel,480538
6637,1966,3,8,671,2,1,5,12,Crawfor,178714
6854,2017,2,10,3658,2,2,1,6,Crawfor,141544
5177,1913,6,8,1646,4,1,4,5,Veenker,134437
9730,1979,5,2,1342,3,0,1,4,NoRidge,405113
12320,1973,10,7,1821,4,3,1,9,Mitchel,157001
4180,1992,5,8,2408,4,1,4,11,NoRidge,137725
6892,1909,10,8,1189,3,3,2,4,Crawfor,427928
9043,1975,5,10,3122,3,1,2,7,NoRidge,160675
2137,1993,10,7,2007,3,3,5,14,CollgCr,144266
8327,2004,5,5,2712,3,1,3,8,Mitchel,321380
5472,1900,3,1,2524,3,2,3,8,NoRidge,384741
7449,1904,7,9,2222,4,3,5,3,CollgCr,265196
4832,1919,6,7,882,1,1,3,4,Veenker,184974
5579,1907,4,2,2756,1,1,1,13,NoRidge,149656
7971,1942,2,6,1912,0,2,1,11,Mitchel,346508
13223,1975,9,2,2083,1,2,4,11,CollgCr,157071
6164,1900,1,1,2771,1,2,4,5,NoRidge,406554
12785,1956,4,7,2550,4,3,5,8,Veenker,201168
9941,1963,1,2,871,3,3,5,3,NoRidge,193092
7569,2017,6,2,2210,3,2,5,4,CollgCr,108473
6300,1983,4,5,1969,4,0,1,8,NoRidge,291472
8269,1927,5,5,1110,1,0,3,8,Mitchel,356297
5818,2020,5,7,615,4,1,5,11,Crawfor,222349
14330,2006,9,1,3841,0,0,5,4,CollgCr,350646
14015,1936,1,8,946,3,1,1,13,CollgCr,65675
14234,1946,2,3,1891,2,3,1,2,CollgCr,467581
3906,2000,6,4,3824,0,3,1,13,CollgCr,168384
8254,1975,5,9,1840,0,0,3,4,NoRidge,128229
2760,1936,7,4,914,4,3,5,6,Mitchel,139049
9830,1948,3,10,3666,1,2,2,8,Veenker,233220
9350,2012,3,5,2308,3,2,2,5,Mitchel,401301
8238,2019,10,7,3439,2,0,5,14,CollgCr,270319
8090,1943,2,4,1547,0,0,5,14,NoRidge,155711
13637,1955,3,1,3210,2,1,5,12,NoRidge,160090
8031,1927,10,9,2373,1,3,5,12,CollgCr,405465
9687,2010,1,4,1573,1,1,3,2,NoRidge,251974
11091,1978,5,9,1217,2,1,2,7,CollgCr,338609
14647,1905,5,6,1858,3,2,4,3,Mitchel,344430
13139,2007,7,1,3650,1,2,2,13,Crawfor,104795
11911,2022,4,3,2105,2,2,2,4,NoRidge,483394
10472,1960,3,2,3598,0,2,1,5,CollgCr,420283
13458,1919,1,9,2818,2,1,5,7,CollgCr,260255
3887,2013,8,1,1061,2,2,5,7,NoRidge,153845
5266,1977,3,9,3351,4,3,5,8,Veenker,362130
2666,1901,2,9,2794,1,2,1,6,CollgCr,486417
6188,1972,4,8,886,3,2,3,8,NoRidge,486531
2671,1936,3,8,1201,3,2,3,3,CollgCr,387540
12161,1919,1,1,3106,4,0,4,2,Veenker,367322
14348,1925,3,8,1472,3,3,3,13,Crawfor,322889
8777,1928,2,10,1884,2,3,3,11,Veenker,304232
13314,1900,8,3,1483,4,1,5,9,Mitchel,303730
9570,2018,6,7,2011,0,1,2,2,NoRidge,253426
9956,1934,9,1,851,1,2,3,13,Veenker,391781
7124,1969,8,1,2224,1,0,3,3,Crawfor,448244
7585,2000,10,10,2451,1,1,1,12,CollgCr,279333
14891,2016,3,5,1779,2,1,4,13,NoRidge,98566
6777,1958,5,5,3793,0,2,1,11,Veenker,355866
5900,1968,7,8,2407,4,2,5,7,Crawfor,398767
8677,1932,5,7,1252,4,1,2,2,Veenker,423218
8981,2012,8,8,3328,1,1,4,11,Mitchel,124974
8376,1950,5,6,1524,0,3,1,4,NoRidge,396228
2523,1977,1,6,1045,0,0,3,8,CollgCr,220951
4393,1911,5,2,1969,0,3,3,13,Crawfor,467983
13309,2005,4,6,578,3,1,4,9,Veenker,298595
4593,1919,6,5,1759,3,3,3,5,NoRidge,429497
12160,1952,3,3,2881,1,3,1,13,Veenker,154417
11945,2013,5,6,1388,0,1,1,4,NoRidge,380243
9240,1987,2,8,3920,0,2,3,2,Mitchel,229729
8937,2022,6,9,3669,4,1,3,13,Veenker,189570
12488,1942,6,1,1605,4,2,5,10,Mitchel,254739
8190,1997,5,3,3049,1,1,2,11,Crawfor,337251
7240,1988,6,3,2490,0,1,4,7,Mitchel,209865
12453,1949,7,8,2000,1,1,1,7,NoRidge,445912
12478,1928,5,1,3312,4,0,4,10,Crawfor,365983
8493,1956,1,5,1420,4,2,5,2,Veenker,139241
14394,1938,8,3,1049,3,0,1,7,Veenker,73397
4878,1994,4,2,2561,1,1,5,13,NoRidge,57704
6143,1955,9,8,891,1,3,5,6,CollgCr,328586
5644,2010,10,3,3918,0,0,3,14,CollgCr,244860
6432,1942,6,7,2857,0,2,4,12,Veenker,179576
12247,1949,1,1,2933,3,1,4,7,NoRidge,59765
14912,1922,3,6,3780,2,0,3,12,CollgCr,427972
3276,1943,3,3,1880,2,3,4,9,Mitchel,60002
7811,1937,10,8,1473,2,0,3,6,Veenker,309853
12958,1983,4,6,3665,1,2,1,3,Mitchel,323534
2302,1922,6,2,3664,1,0,5,13,NoRidge,225508
2638,1944,7,6,839,4,3,5,13,Mitchel,308446
2055,1951,10,7,3144,1,3,4,3,CollgCr,295620
10717,1979,4,5,1256,1,2,2,11,CollgCr,56641
14761,1949,6,3,1545,1,3,5,6,Crawfor,476925
14315,2005,1,4,2838,3,1,3,4,Veenker,161119
10150,2023,8,4,2853,1,3,2,11,NoRidge,482525
4125,2018,7,6,3181,0,1,2,4,Veenker,327768
13479,1907,9,10,3699,0,0,5,9,Mitchel,59966
2364,2013,3,1,3172,4,1,5,8,NoRidge,270422
8809,1984,2,4,1438,3,1,5,2,NoRidge,215261
6621,1900,1,10,3844,0,0,3,13,CollgCr,121301
7126,2018,3,4,1347,3,3,2,14,Mitchel,165123
7122,1907,5,10,941,3,1,4,13,CollgCr,460439
3646,1928,2,1,3050,4,3,3,6,CollgCr,390327
2918,1995,3,9,629,3,0,1,10,Crawfor,284624
4797,2001,4,4,3703,1,2,5,5,CollgCr,54959
8506,1904,7,7,1096,3,3,2,2,Veenker,470473
7870,2010,3,3,2458,4,3,3,9,NoRidge,362946
3531,1985,9,10,2005,4,2,1,6,CollgCr,174125
10172,1946,8,3,1361,4,2,3,3,Veenker,435939
5345,1933,4,8,3961,0,0,3,13,Mitchel,77215
9673,1964,1,8,3140,1,3,4,2,NoRidge,105046
8949,1954,1,1,1498,0,3,4,13,Mitchel,283265
8882,2018,1,10,2872,2,0,3,13,Veenker,406737
3906,1989,1,2,3640,1,3,1,13,Mitchel,477310
5086,1942,8,8,2995,3,1,2,4,Mitchel,219741
10152,1973,3,1,2051,4,1,2,10,Mitchel,217198
7750,1929,6,8,3366,2,1,5,2,CollgCr,391180
14772,2013,3,8,2140,1,3,5,5,CollgCr,422008
12267,1981,5,2,3736,0,1,2,9,CollgCr,170333
10905,1916,7,4,2011,4,1,3,9,NoRidge,66772
3062,1925,2,6,2236,0,0,3,11,Veenker,491802
3976,1907,6,9,3256,1,0,4,13,CollgCr,101943
3296,1946,6,8,1949,1,2,4,12,Mitchel,381012
8229,2003,3,8,2357,2,2,5,14,Mitchel,361999
9641,2012,6,7,764,3,2,2,12,Mitchel,203290
2125,1975,10,9,3159,0,2,3,9,Mitchel,151124
6632,1990,10,2,3913,2,0,2,11,Crawfor,369349
8288,1971,5,3,3379,4,0,1,9,NoRidge,186031
5596,1988,2,10,3849,3,0,2,5,Veenker,264051
13475,1945,9,8,3221,2,1,1,9,Veenker,488350
8168,1967,8,6,1962,0,1,4,10,CollgCr,75874
11795,1932,3,10,656,1,2,4,8,Crawfor,181007
9561,1900,8,9,1945,4,1,5,13,Veenker,51301
10258,1918,9,10,2798,0,3,2,3,NoRidge,370161
2232,1930,3,4,3425,3,0,2,10,Mitchel,93319
12348,1979,3,8,2132,3,2,1,12,CollgCr,270688
11361,1913,2,10,3077,1,2,4,9,NoRidge,267291
12350,1952,8,3,2874,1,3,1,14,Veenker,334599
8371,1947,10,3,3508,4,1,4,6,Crawfor,185184
6206,1968,1,8,1394,4,2,1,13,CollgCr,369177
11685,2004,8,5,2644,1,1,4,4,Veenker,239432
14910,1989,7,3,1012,1,1,1,8,CollgCr,475361
9943,1961,7,10,715,3,3,4,3,Veenker,419068
14199,1991,3,1,3703,1,2,1,14,Mitchel,82735
8891,1965,1,3,3831,2,1,2,4,Crawfor,384925
8738,2013,4,9,2672,0,1,5,13,Mitchel,291207
4472,1963,9,5,3653,1,3,1,10,Veenker,438175
12852,1969,5,10,3854,4,3,5,5,NoRidge,178305
4739,1962,1,2,2206,2,1,2,5,Mitchel,248713
7401,1972,5,7,2606,4,3,2,4,NoRidge,158049
3761,1932,8,2,2067,2,1,4,6,Veenker,464927
13706,1940,8,4,2708,1,2,5,4,Crawfor,317774
12167,1988,5,7,2831,0,0,3,10,NoRidge,115488
12554,1947,9,4,2653,4,3,4,4,Veenker,184278
2876,1912,1,7,1628,2,0,5,3,NoRidge,368433
5812,1972,4,7,727,3,1,1,13,Mitchel,331097
13640,2016,3,1,2865,1,1,1,6,Veenker,413076
11504,1976,2,6,1987,0,1,2,7,Mitchel,191140
3460,1930,8,9,1301,1,0,3,2,CollgCr,308946
12901,2004,7,2,2122,3,1,1,13,Veenker,128930
12516,1974,9,3,2405,0,3,5,12,NoRidge,236988
3733,1967,2,10,3421,3,2,5,7,CollgCr,313211
3605,1997,4,5,971,1,2,1,11,Mitchel,362802
7622,2024,6,9,1579,2,3,5,4,Mitchel,102165
8767,2001,3,4,3172,1,2,5,5,NoRidge,392925
12755,2009,8,1,2560,1,0,2,7,CollgCr,190931
13613,1903,3,4,1541,1,1,3,9,Crawfor,79164
8986,2001,2,6,3241,4,1,2,10,NoRidge,154946
5517,1918,3,5,3520,3,1,3,7,Mitchel,261985
12589,1969,6,1,2660,3,0,5,8,Veenker,439724
5735,1997,2,4,728,3,0,3,6,CollgCr,283442
13062,1981,8,6,670,4,0,5,13,Crawfor,411395
11352,1912,1,10,794,2,3,5,10,Veenker,70773
10434,2004,7,10,688,1,0,2,5,CollgCr,83939
4590,1922,2,4,925,2,2,2,11,NoRidge,491815
3063,1982,10,9,1476,4,3,4,12,NoRidge,449330
6324,2008,6,5,1602,3,3,1,7,CollgCr,410619
12787,1974,2,8,3205,1,3,4,6,Crawfor,301442
11111,1900,2,9,1418,0,0,4,2,CollgCr,324962
7342,1987,10,10,3753,0,3,3,6,Veenker,321479
2005,1953,8,5,998,2,0,5,14,Veenker,367152
9489,1970,2,6,2321,3,0,5,6,NoRidge,121745
10659,1988,7,1,3309,0,3,5,10,CollgCr,224220
14362,1984,3,7,1365,2,1,1,2,NoRidge,306445
10195,1914,8,4,1325,4,1,3,6,Crawfor,315721
7966,1964,7,2,2358,2,3,3,8,Veenker,123916
10837,1975,8,5,2618,2,1,5,12,Mitchel,185148
2117,2021,7,3,2795,2,2,4,7,Mitchel,476141
13120,1970,6,6,645,1,2,1,7,CollgCr,495085
4551,1914,7,8,2141,2,0,4,13,CollgCr,109314
7560,1920,5,7,1819,2,1,2,8,Mitchel,353349
6289,1918,7,3,3129,1,2,3,7,CollgCr,454311
2846,1959,1,8,969,1,3,3,6,Veenker,163583
12954,1992,1,2,692,4,1,4,11,Crawfor,134715
8316,1988,9,10,1591,3,2,1,6,Crawfor,286576
8469,1932,5,9,3041,0,2,3,10,NoRidge,106680
11333,1948,5,4,551,0,3,4,9,Veenker,78400
12002,1995,3,1,3429,2,0,1,13,CollgCr,157345
10915,2012,5,8,2910,4,3,4,11,CollgCr,248418
2224,1934,3,7,2320,2,0,1,5,NoRidge,137110
14819,1943,9,5,3464,0,2,5,5,NoRidge,170120
6208,2001,9,10,3021,1,0,1,11,CollgCr,340706
8283,1989,6,5,2369,3,2,2,6,CollgCr,483879
14846,1910,1,7,3068,4,2,5,14,Veenker,68510
4048,1998,7,5,2286,1,1,4,14,NoRidge,111608
8233,1971,7,8,1954,3,0,5,4,Veenker,364326
14941,2009,10,6,2367,4,0,5,9,CollgCr,285699
14607,1977,10,5,3869,4,0,4,8,Mitchel,76883
11765,1973,4,9,3238,0,3,4,6,Mitchel,252499
3828,1965,8,2,3769,1,1,2,11,CollgCr,216916
3917,1945,6,1,3699,4,1,4,4,NoRidge,461944
6234,1908,4,8,3079,4,1,3,6,Mitchel,279995
8988,1902,4,3,2507,3,3,3,4,NoRidge,61094
4026,1984,2,7,1934,0,0,2,11,Mitchel,445623
5744,1925,2,10,1339,2,0,1,6,NoRidge,498628
11093,1971,4,8,3636,0,0,1,2,Mitchel,62644
14977,1947,5,6,740,2,1,3,7,NoRidge,282380
12231,1965,8,10,3940,1,1,4,11,Veenker,135834
2009,1969,6,9,1035,1,2,2,5,NoRidge,421126
2260,1927,4,7,1907,4,3,1,5,Veenker,102748
8038,2016,7,10,582,1,3,1,9,Veenker,371165
11865,1992,8,5,1481,4,1,5,3,CollgCr,112651
4219,1925,2,8,1450,0,2,3,5,Veenker,348951
9041,1924,7,2,1110,1,0,4,3,Crawfor,477288
4060,1911,2,7,1073,0,1,2,2,Veenker,481614
7287,1904,2,4,2833,0,3,1,11,NoRidge,78669
13905,1997,8,9,1488,1,3,5,14,Veenker,211233
3619,1947,2,1,958,0,3,3,14,NoRidge,450498
10512,1936,9,7,3783,1,0,3,4,NoRidge,338683
3342,1978,1,6,2673,1,3,2,13,Crawfor,446523
12568,1943,9,8,3984,1,0,1,9,Veenker,329889
4832,1999,1,5,2022,2,0,2,7,Veenker,220505
4824,1914,10,1,2972,0,0,2,13,Mitchel,283670
3994,1942,10,1,3101,3,1,5,8,Mitchel,346699
13150,1947,2,9,3157,1,0,3,3,CollgCr,444289
12230,1986,6,10,2484,0,2,4,7,NoRidge,344827
5490,1969,6,6,2066,4,3,3,9,Crawfor,75741
13869,1945,1,10,3729,1,1,3,9,Mitchel,203358
11310,2013,7,5,2659,1,3,5,5,Veenker,53599
9984,2007,8,1,2949,3,0,4,7,CollgCr,178513
3604,2022,2,6,621,2,1,1,6,Crawfor,339437
14219,1942,8,6,772,2,2,4,10,Veenker,327533
2235,2008,9,3,1817,1,0,1,9,Veenker,324462
12161,1920,6,8,897,0,3,4,3,NoRidge,492091
14621,1922,5,1,3018,4,2,2,13,NoRidge,315199
3908,2006,9,1,1484,4,0,4,14,Mitchel,171164
10567,2018,9,6,1730,0,2,5,8,Mitchel,132579
5530,1979,1,10,1633,1,0,1,8,Veenker,187392
7256,1946,3,1,1801,4,1,3,12,Veenker,154817
4635,2016,9,6,2410,2,0,5,13,Mitchel,54642
10162,2023,2,1,3116,0,1,1,2,Mitchel,59321
11762,1914,4,6,2005,3,0,1,2,Veenker,392112
4560,1924,4,3,3685,1,0,3,13,Crawfor,269365
7415,1935,2,8,2416,0,3,2,5,Veenker,152770
5391,1974,3,6,3444,4,2,5,6,Crawfor,469260
13157,1950,3,1,1319,1,2,3,5,Crawfor,203043
13835,1914,1,5,3400,2,2,3,8,Veenker,306054
7951,1967,6,8,3257,1,0,2,4,CollgCr,421906
7468,1920,8,3,2456,1,0,5,8,Mitchel,164183
10007,1912,3,6,2868,2,0,3,14,NoRidge,167159
14042,1985,5,5,678,2,1,2,9,Veenker,337871
11064,1918,1,6,1396,1,1,5,7,Crawfor,465775
11444,1933,10,10,2766,2,3,4,7,Veenker,123820
8413,1977,7,1,3336,0,0,1,9,Mitchel,159062
8941,2024,10,7,2472,2,2,2,9,Crawfor,264273
11506,1967,1,9,2051,2,2,1,8,NoRidge,77476
6820,2011,9,2,991,1,3,4,7,NoRidge,192063
4898,2016,8,10,560,0,2,3,7,NoRidge,266169
9546,1951,7,5,1577,3,3,3,11,CollgCr,170355
2077,2009,10,10,2203,3,0,5,12,Crawfor,120047
9577,1926,7,4,3085,4,2,2,14,Crawfor,191868
12813,1928,5,6,3395,2,0,2,14,CollgCr,53881
6227,2010,5,6,3535,2,1,5,7,Crawfor,65668
2600,1927,5,2,564,0,2,1,9,CollgCr,281789
3065,1934,1,2,1085,3,1,3,2,Veenker,215384
4136,1907,8,4,2227,4,2,3,6,Mitchel,78106
12641,1915,1,1,2718,0,0,2,4,NoRidge,273830
12535,2005,4,9,3844,2,3,2,13,CollgCr,327873
12055,1935,9,7,1034,3,0,5,9,CollgCr,179354
11510,1929,9,7,3962,4,0,4,12,CollgCr,120320
14903,1917,5,3,3240,1,0,1,7,Veenker,367057
13789,1901,4,3,3898,3,2,4,3,CollgCr,371546
8943,1948,3,1,2655,4,3,4,14,Mitchel,171649
13954,1976,3,3,2370,0,1,2,8,Mitchel,416074
9804,1903,5,3,3733,1,0,2,8,NoRidge,218354
8565,1989,10,4,3361,4,2,2,14,Veenker,219290
7984,1988,1,4,1504,4,1,4,6,Mitchel,461166
7142,1993,5,3,2999,2,0,1,9,Crawfor,109739
6670,1974,6,10,1729,3,1,2,6,Crawfor,298765
4190,1906,7,8,3137,2,0,3,2,Crawfor,316651
11184,1994,9,8,1539,1,1,1,10,CollgCr,227375
4712,2007,3,1,826,4,1,3,5,CollgCr,152552
4192,1973,2,7,1107,2,3,1,14,Crawfor,129059
3248,1938,3,2,3206,3,3,2,3,NoRidge,205739
13246,1912,9,1,501,1,0,5,5,NoRidge,185064
14790,1930,7,3,1533,0,2,2,14,CollgCr,287898
6033,1970,9,4,2981,2,3,4,10,Crawfor,180514
3997,1962,2,6,624,1,1,4,3,NoRidge,399824
5687,1955,5,10,1604,0,3,1,5,CollgCr,75530
12343,2012,4,5,3032,2,3,4,3,Crawfor,291348
6018,1941,2,4,3199,1,0,2,6,Veenker,65305
13302,1960,9,8,2361,1,3,3,4,Crawfor,159097
3970,1941,9,4,1673,2,3,2,11,Crawfor,303805
10389,1955,6,10,3347,1,1,1,3,Mitchel,495345
7765,1935,6,2,3420,4,3,4,10,Mitchel,268339
12818,1983,8,3,3911,2,1,3,6,Veenker,102044
3202,1967,6,6,628,1,3,5,11,Veenker,180436
10135,2017,1,8,937,0,3,3,6,Crawfor,139363
7567,1906,4,8,1250,0,2,3,2,NoRidge,370961
9667,1953,7,9,3048,4,3,2,7,Veenker,153038
7742,1900,2,7,3629,2,1,5,14,Crawfor,96666
7788,1943,9,2,1721,1,1,1,8,CollgCr,469389
7408,2019,8,8,2758,1,0,1,2,Mitchel,331053
12227,1944,8,7,1401,0,0,3,10,NoRidge,474223
10669,2005,7,8,2592,4,2,3,9,Crawfor,456201
11446,1946,4,3,3668,0,1,4,13,CollgCr,72525
2922,2022,2,7,1802,0,1,5,9,Mitchel,162293
2419,1912,3,10,3082,4,1,3,8,CollgCr,151046
4204,2018,6,9,1933,2,2,4,6,Crawfor,87403
12789,1921,5,3,3008,1,1,5,4,Veenker,218265
3120,2017,8,10,890,2,0,1,13,Mitchel,447046
13260,1920,6,6,1567,3,2,4,10,CollgCr,499360
2950,1985,6,2,526,3,0,5,8,Veenker,181605
4336,1991,1,2,3341,3,0,4,12,NoRidge,293626
7373,1908,4,5,3668,4,2,3,11,Crawfor,202018
4243,1925,5,5,3522,0,3,2,11,Crawfor,335648
4645,1908,3,7,1047,2,3,1,9,Mitchel,160551
12049,1914,9,2,3168,1,0,3,7,CollgCr,367859
6612,1909,1,7,1066,3,3,3,13,NoRidge,209327
3865,1987,6,5,1203,2,1,5,12,Mitchel,499657
13104,2021,6,6,1742,3,2,4,6,Mitchel,86855
13045,2020,10,8,684,3,0,1,9,CollgCr,91721
8028,2024,5,10,3640,1,1,3,4,NoRidge,161597
9326,1941,5,4,3701,4,3,5,13,CollgCr,222922
8371,1971,10,7,2090,0,1,1,14,Crawfor,412803
8359,1923,5,6,2413,4,3,4,14,Veenker,346867
9863,1979,6,10,1347,2,0,3,8,Crawfor,216811
5228,1948,8,2,1098,4,1,3,3,Crawfor,310429
5719,1925,2,8,1305,2,2,3,4,Mitchel,55539
13420,1990,6,10,1857,2,0,1,14,Crawfor,166360
4371,1936,1,9,3725,0,1,1,13,NoRidge,413284
4891,1967,4,5,2626,1,1,1,3,Crawfor,202383
5756,1949,10,10,3126,0,3,1,6,NoRidge,284315
6225,1923,3,4,2378,4,0,5,8,CollgCr,381324
2094,1918,9,6,2960,2,0,2,12,Mitchel,429129
4674,1999,3,8,1045,3,0,5,11,NoRidge,398125
8898,1959,6,3,2132,3,0,3,12,Crawfor,348078
12147,1938,1,10,2716,2,3,5,12,Mitchel,452727
2793,1973,6,1,3228,0,2,4,12,Mitchel,443399
12026,1988,4,4,3130,1,0,1,11,NoRidge,321619
4116,1917,8,4,3062,0,3,4,14,NoRidge,244202
7779,1918,9,1,3885,2,2,4,2,Veenker,371721
14298,1935,4,9,2579,2,2,3,14,Veenker,308040
13517,1973,10,3,2834,1,3,1,11,Mitchel,338152
13111,1996,10,5,3141,4,0,4,10,Veenker,257940
12789,1954,6,6,3614,4,2,3,2,Crawfor,491157
13397,2013,1,8,2426,1,0,1,2,CollgCr,92756
14999,1968,4,6,1116,4,0,2,13,Mitchel,251330
8166,1946,7,3,3572,3,1,3,11,CollgCr,130730
2814,1948,1,6,2817,4,0,5,9,Veenker,471128
2345,1998,8,1,1703,4,1,1,7,NoRidge,132702
12541,2007,10,4,2259,4,2,4,7,Mitchel,231731
10554,1997,6,6,3065,3,3,4,13,Veenker,358984
4443,1932,5,7,3674,4,1,5,10,Crawfor,262584
12457,2018,10,10,3581,3,3,5,5,Mitchel,350767
12380,1920,9,3,3130,1,2,4,9,Mitchel,375447
9783,1980,2,9,3661,0,0,1,5,NoRidge,358206
13197,1921,5,7,725,1,2,3,3,Mitchel,106690
13473,1947,6,1,1169,0,3,5,12,NoRidge,258654
2984,1936,7,2,2263,1,2,5,9,Veenker,148980
9790,1914,5,1,1416,0,0,5,13,Crawfor,466850
11831,1934,9,9,2673,0,2,2,8,Crawfor,447306
2827,1991,1,9,3503,2,0,1,5,Mitchel,357410
12922,1970,7,7,3780,0,1,1,10,Mitchel,211080
5531,1931,10,10,3668,0,3,1,10,Veenker,399787
9147,1910,7,3,2621,2,0,1,9,NoRidge,108704
6451,1909,4,5,1714,4,0,1,2,Crawfor,292153
13127,1972,9,4,2205,4,2,4,8,NoRidge,429518
5876,1977,5,7,2342,2,1,5,6,Veenker,320526
7959,1976,4,9,2483,3,0,4,8,Crawfor,490990
2126,2024,7,2,555,0,1,2,13,Crawfor,255134
5177,1956,4,8,1219,0,1,3,10,CollgCr,401753
13248,1924,3,9,3100,2,2,5,3,Veenker,96698
10795,1901,9,10,2579,2,0,2,14,Veenker,313254
13641,1963,8,10,1073,3,2,4,12,CollgCr,427410
8024,1934,1,9,1166,4,3,3,5,NoRidge,181458
7109,1906,7,10,783,1,3,2,5,CollgCr,265192
6146,1984,9,7,2244,4,0,3,3,Veenker,292282
9196,1917,8,9,2734,0,1,2,4,NoRidge,359945
13725,1966,8,9,997,2,0,4,12,Crawfor,426156
13559,1941,6,3,1965,3,0,3,14,CollgCr,408229
5368,2017,4,4,629,4,3,2,9,NoRidge,252929
5797,2024,8,2,1138,3,3,4,13,NoRidge,81566
3792,1938,3,10,3863,4,1,5,10,NoRidge,475737
13053,1940,9,3,2661,0,1,4,7,CollgCr,291300
7732,2012,2,5,3770,1,0,4,11,Crawfor,73798
5476,1974,2,5,2560,3,2,5,3,NoRidge,456781
5417,2002,7,6,3842,3,0,4,3,CollgCr,73027
3645,1923,10,7,3786,1,1,5,8,Veenker,317775
11397,1959,4,7,2991,3,2,5,9,CollgCr,270937
5030,1945,10,1,2994,3,3,5,9,CollgCr,289628
4872,1918,8,2,1485,4,1,2,7,CollgCr,106878
5072,1967,9,9,1492,4,1,3,11,NoRidge,95206
3854,1989,7,10,3262,1,2,2,9,CollgCr,153473
6021,2001,5,2,2621,0,1,5,2,Veenker,108334
6662,1941,8,6,3084,3,1,3,10,NoRidge,384467
8514,1931,4,1,600,0,1,3,14,Veenker,103619
7031,1938,2,3,2723,1,1,5,13,Mitchel,153536
4708,2008,6,2,926,1,1,3,2,CollgCr,470091
13694,2009,9,3,3688,4,1,3,14,NoRidge,205586
9112,1935,1,5,3737,3,1,2,4,NoRidge,203652
11524,2003,10,10,540,2,1,3,13,CollgCr,309201
10393,2000,7,6,928,1,3,5,10,Crawfor,266899
5507,1996,10,9,843,3,1,1,12,Crawfor,447504
8456,1935,9,10,3995,0,3,1,6,Veenker,56734
6212,1902,10,4,865,4,3,1,10,CollgCr,264072
9970,1972,9,7,3691,0,0,5,10,CollgCr,351152
10766,1907,10,6,1108,1,0,1,7,Mitchel,361493
2536,1996,3,2,3204,1,3,2,12,Crawfor,188886
3625,2022,5,10,1227,0,3,5,2,Crawfor,486370
12314,1969,8,8,2776,1,1,5,11,CollgCr,188923
9973,1940,8,7,1324,3,0,5,8,Veenker,436622
10577,2002,4,7,3701,1,2,3,7,CollgCr,182672
10070,1967,1,8,1875,4,0,3,10,Veenker,106614
13473,1912,1,1,1388,3,3,3,8,Crawfor,253474
10666,1948,4,1,2543,2,3,4,13,Mitchel,315836
10609,1959,6,8,1841,1,1,2,12,NoRidge,176745
8490,1901,8,4,3531,1,1,5,13,Crawfor,239099
5600,1959,6,5,3383,4,0,5,14,Veenker,298843
8783,1904,9,8,3908,4,1,3,5,CollgCr,332517
11146,1943,9,5,1796,0,2,5,8,Crawfor,279708
6971,1926,2,10,616,0,2,5,3,Mitchel,424557
3205,1931,10,4,3365,0,1,1,7,Veenker,64507
14951,1920,1,6,2915,4,2,5,7,CollgCr,375075
14312,1907,2,5,1617,0,2,4,3,NoRidge,125499
3990,2001,5,7,667,0,0,3,5,Veenker,252714
7299,1971,4,10,3501,2,2,2,9,CollgCr,253941
14997,1949,4,7,2238,0,3,2,9,NoRidge,426506
5572,1966,9,4,1864,1,3,1,14,CollgCr,409593
7975,2017,8,5,3208,4,0,2,9,NoRidge,408963
8320,1943,6,3,1194,3,1,2,9,NoRidge,351567
6380,2024,1,4,1424,2,0,3,2,NoRidge,153612
14350,1957,2,4,651,4,1,3,3,CollgCr,136120
6757,1902,6,3,1085,4,1,4,13,NoRidge,429553
4713,1985,2,10,1412,1,1,1,5,Veenker,403062
12395,1969,10,5,2821,0,1,2,13,Mitchel,116600
7588,1901,5,5,2077,1,1,4,10,Mitchel,91848
13312,1986,5,7,995,0,0,1,4,NoRidge,56820
2966,1943,6,4,2648,0,1,2,7,Mitchel,320656
6944,1901,6,4,1056,4,2,2,8,Mitchel,217797
5432,2001,6,9,1605,0,2,3,9,NoRidge,363678
2688,1980,2,6,2052,2,1,5,14,NoRidge,266223
6243,1934,10,4,2620,2,2,1,8,Veenker,437335
5701,1997,3,2,3585,2,3,2,4,Crawfor,220848
10533,1986,6,6,656,4,0,1,7,CollgCr,110945
7182,1929,8,2,1234,1,0,4,6,NoRidge,295420
11916,2015,1,5,2679,3,1,4,14,NoRidge,395564
8704,1907,1,6,3909,0,1,5,13,Mitchel,228527
6422,1921,2,4,3566,3,3,2,11,Veenker,395632
11984,1943,6,3,1927,1,1,3,5,Mitchel,233505
3759,1957,9,7,3947,1,2,2,2,NoRidge,321855
13404,1935,4,2,1058,4,3,1,14,NoRidge,240334
